subsidy,farmSize,Income,Net_Prod,NCH_Patches,NCH_Strategy,NCH_Efficiency,Income_Dev,HS_Patches,HS_Strategy
0.0,0.08,-0.4771047389473393,0.8188212227951711,-0.7969263060166124,-0.9276803781399252,-1.0816336243602769,0.4103108493822279,1.1647332447595888,0.9276803781399258
0.0,0.08,-1.0815122329963422,0.1511557753319102,-0.8057790052694113,0.0117622467739692,-0.6017588118114889,1.496215486005008,0.4593619601582419,-0.0117622467739692
0.0,0.08,-1.0795729576143671,0.1532980174093322,-0.8024065484112022,-0.2244718635844947,-1.1278199493576302,1.6116691184242489,0.5453668965746317,0.2244718635844952
0.0,0.08,-0.8368044097967071,0.4214749885829267,-0.8011418770893738,-0.5156441391426017,-0.8621545806955236,0.8401862055013877,0.7383057273186262,0.5156441391426017
0.0,0.08,-1.2810421222973691,-0.0692571317450891,-0.8053574481621352,0.128963665866542,-0.5543648193228748,1.5197429821242006,0.2935653717053503,-0.1289636658665418
0.0,0.08,-0.6811596041396429,0.5934097508708522,-0.8040927768403068,-0.7280717112478883,-0.7015044187918641,0.4593729239774002,0.9354957526383366,0.7280717112478886
0.0,0.08,-0.8777446678606309,0.3762498780595703,-0.8002987628748215,-0.4680310626362438,-0.8069286524119227,0.8464114122680966,0.6977558713656513,0.468031062636244
0.0,0.08,-0.7321553641841827,0.5370767184645627,-0.8007203199820977,-0.6401706469284587,-1.0883665711365456,0.962921776298553,0.9060644055756926,0.6401706469284587
0.0,0.08,-0.7119725352088073,0.5593719045295885,-0.8011418770893738,-0.7390593442878173,-0.9364066906474384,0.4159009125737404,0.8854624626318409,0.7390593442878175
0.0,0.08,-1.2371570386534063,-0.0207789869560152,-0.8002987628748215,0.1198073049999359,-1.0274018283474249,1.598287903117516,0.3740110536765748,-0.1198073049999356
0.0,0.08,-0.5196969723366502,0.7717712393910469,-0.8024065484112022,-0.8709109407669613,-0.9382618938897936,0.28355812150874,1.0983492063849625,0.8709109407669615
0.0,0.08,-1.0624067792331795,0.1722608269094745,-0.7981909773384409,-0.2812413009574582,-1.0586575590619658,1.429383403001364,0.5270540584023197,0.2812413009574585
0.0,0.08,-0.8035494282465351,0.458210473095761,-0.7990340915529931,-0.5193066834892455,-0.7017097175837479,0.8999933882666495,0.7762394635327002,0.5193066834892457
0.0,0.08,-0.9395860050414,0.3079361584795531,-0.8011418770893738,-0.3013852948639938,-0.9557370077379768,1.2438248118257238,0.6899075121489464,0.3013852948639941
