subsidy,sizeStdDev,sizeRange,largestPlot,coeffVariation,giniCoeff,Income,Net_Prod,NCH_Patches,NCH_Strategy,NCH_Efficiency,Income_Dev,HS_Patches,HS_Strategy
0.0,0.0482295550603344,0.067567566869065,0.1812080537520832,0.0492023513544155,0.0706126682572956,-1.372303904641874,-0.1725573650953487,-0.7982298174297419,0.0328807257785481,0.4157558979926443,0.1476029361114259,0.1996999006742041,-0.0328807257785479
0.0,0.0531463812058955,0.0743243244681336,0.2080536916805549,0.0481940892779606,0.0724299070431915,-0.2922746191909863,1.0013659769396432,-0.8055007435777273,-1.6451864167533314,-1.001420161803839,-1.200942230269825,1.4011966374818057,1.6451864167533314
0.0,0.1072900892126623,0.0945945942247991,0.4161073833611098,0.0486462862131696,0.0794392528408594,-0.2652738870547122,1.03071406049052,-0.8114885651113622,-1.6569029445134458,-0.9442562618053504,-1.4644916229318845,1.42247571213266,1.6569029445134458
0.0,0.1259568439612755,0.1351351352584003,0.3422818798128462,0.0713874497187754,0.1121495327626867,-0.0200232691520573,1.297285929311871,-0.8063561466539608,-2.1021309993977773,-1.3182068153289686,-1.8155586246066024,1.7382695156467731,2.102130999397777
0.0,0.1097372904741857,0.1554054050150657,0.2818791952288185,0.0870727712077945,0.1530930126883612,-0.381384274042864,0.9045094331028438,-0.8093500574207784,-1.4192248099511335,-0.4850836902162971,-1.4338225527005344,1.2479256215184138,1.4192248099511335
0.0,0.2137911926960456,0.222972973404401,0.4697986577079861,0.0969348393087759,0.1542056075486942,-0.0993605410591741,1.211051346009568,-0.8046453405014937,-1.9380996107561808,-1.0120718785615892,-1.70934978036739,1.560018716397596,1.9380996107561812
0.0,0.1433575544120882,0.1959459460486669,0.275167784991667,0.1137492956389636,0.1655540720399785,-0.2513029988447908,1.0458995299953968,-0.8123439681875959,-1.5799086192326968,-0.5550783576083432,-1.70328896985537,1.353704210000192,1.5799086192326963
0.0,0.1898014042718841,0.2162162158053323,0.3758389264684023,0.1075720680523935,0.1694704052193787,-0.4996663016854075,0.7759443700408348,-0.804217638963377,-1.3335267783342997,-0.5758591238579294,-1.468605857768938,1.200124801650555,1.3335267783342997
0.0,0.0442229973326631,0.0878378381460007,0.1073825502038196,0.1002555129741611,0.1728971958751856,-1.1735987847650216,0.0434224991061259,-0.8089223558826616,-0.3633982797968613,-0.7271123968658475,0.1958192328298482,0.511176210780897,0.3633982797968613
0.0,0.0428820902537019,0.081081080546932,0.1006711414767352,0.1069371782766432,0.1747380351283822,-0.8956287810028606,0.3455582654207642,-0.8033622358871433,-0.9091754456407164,-0.9866790587421056,-0.1529582750526762,0.8053825472579117,0.9091754456407168
