,search-number,evaluation,memory*,nchpercent*,trustindexmean*,initialexperience*,carepatchmean*,carefarmermean*,careothersmean*,fitness,num-replicates,best-fitness-so-far
120,1,1210,27,0.4,0.59,7.6,0.47,0.79,0.12,0.3768540723813114,10,0.4008636208283713
121,1,1220,22,0.4,0.52,7.5,0.47,0.07,0.26,0.3482883410595827,10,0.4008636208283713
122,1,1230,27,0.61,0.5700000000000001,8.5,0.3,0.55,0.75,0.3607358855704917,10,0.4008636208283713
123,1,1240,9,0.37,0.56,9.4,0.3,0.08,0.37,0.3364951260943646,10,0.4008636208283713
124,1,1250,22,0.4,0.52,7.7,0.46,0.66,0.51,0.3681588469534138,10,0.4008636208283713
125,1,1260,30,0.34,0.66,6.1,0.2,0.65,0.33,0.3581235896171967,10,0.4008636208283713
126,1,1270,14,0.08,0.61,9.8,0.16,0.01,0.09,0.3639055845703486,10,0.4008636208283713
127,1,1280,9,0.0,0.52,7.1,0.47,0.9,0.51,0.3485630166380407,10,0.4008636208283713
128,1,1290,27,0.61,0.5700000000000001,9.4,0.3,0.08,0.26,0.3525623637047742,10,0.4008636208283713
129,1,1300,22,0.43,0.52,7.6,0.8,0.02,0.51,0.345673320184283,10,0.4008636208283713
130,1,1310,27,0.87,0.65,6.2,0.19,0.07,0.26,0.3582941139412708,10,0.4008636208283713
131,1,1320,20,0.35,0.5,9.8,0.49,0.54,0.76,0.3793429574661227,10,0.4008636208283713
132,1,1330,20,0.34,0.49,9.7,0.49,0.54,0.52,0.3691696640449382,10,0.4008636208283713
133,1,1340,22,0.4,0.52,7.5,0.47,0.79,0.37,0.3512581916052127,10,0.4008636208283713
134,1,1350,20,0.35,0.49,9.7,0.9,0.54,0.76,0.3392319695863734,10,0.4008636208283713
135,1,1360,27,0.4,0.66,6.2,0.2,0.07,0.37,0.3494984965861165,10,0.4008636208283713
136,1,1370,25,0.34,0.6,8.1,0.51,0.04,0.55,0.3950884943345846,10,0.4008636208283713
137,2,10,11,0.46,0.97,9.3,0.97,0.38,0.97,0.1484558427449355,10,0.1484558427449355
138,2,20,9,0.78,0.18,8.1,0.26,0.44,0.14,0.1290785554736391,10,0.1484558427449355
139,2,30,5,0.86,0.93,6.2,0.0,0.6,0.14,0.1611145905932302,10,0.1611145905932302
140,2,40,8,1.0,0.3,6.2,0.78,0.41,0.09,0.2338527291456095,10,0.2338527291456095
141,2,50,19,0.0,0.71,9.3,0.8300000000000001,0.67,0.52,0.3531438471577052,10,0.3531438471577052
142,2,60,18,0.5700000000000001,0.0,8.0,0.9,0.58,0.6,0.0571362355931928,10,0.3531438471577052
143,2,70,9,0.61,0.07,5.8,0.95,0.81,0.12,0.0781803322748943,10,0.3531438471577052
144,2,80,27,0.64,0.34,6.3,0.64,0.15,0.54,0.2554749748552311,10,0.3531438471577052
145,2,90,13,0.8200000000000001,0.99,5.9,0.74,0.56,0.66,0.1336581441514877,10,0.3531438471577052
146,2,100,22,0.42,0.38,8.4,0.18,0.37,0.5700000000000001,0.2660903755701277,10,0.3531438471577052
147,2,110,22,0.45,0.14,7.2,0.72,0.59,0.97,0.1004111768086178,10,0.3531438471577052
148,2,120,29,0.86,0.39,5.8,0.8200000000000001,0.07,0.58,0.2446463599783383,10,0.3531438471577052
149,2,130,11,0.11,0.88,9.3,0.24,0.9,0.02,0.1926110336107927,10,0.3531438471577052
150,2,140,12,0.32,0.41,9.3,0.19,0.1,0.32,0.302370291634352,10,0.3531438471577052
151,2,150,18,0.46,0.3,5.9,0.08,0.49,0.43,0.2207897314273104,10,0.3531438471577052
152,2,160,16,0.73,0.22,7.0,0.07,0.06,0.18,0.1441189120460865,10,0.3531438471577052
153,2,170,18,0.39,0.08,6.8,0.71,0.45,0.78,0.0694941985149957,10,0.3531438471577052
154,2,180,29,0.93,0.48,9.2,0.41,0.56,0.26,0.2957022648472798,10,0.3531438471577052
155,2,190,16,0.21,0.23,6.3,0.37,0.42,0.25,0.1865523231803663,10,0.3531438471577052
156,2,200,8,0.02,0.19,9.6,0.85,0.16,0.99,0.1475149831296267,10,0.3531438471577052
157,2,210,18,0.11,0.04,7.4,0.84,0.36,0.77,0.0568828139678303,10,0.3531438471577052
158,2,220,28,0.08,0.15,9.7,0.25,0.5700000000000001,0.97,0.110084687379193,10,0.3531438471577052
159,2,230,19,0.2,0.12,5.8,0.34,0.84,0.8300000000000001,0.0858481844596676,10,0.3531438471577052
160,2,240,13,0.71,0.34,8.3,0.06,0.02,0.7000000000000001,0.2633359568467145,10,0.3531438471577052
161,2,250,22,0.75,0.93,9.1,0.68,0.7000000000000001,0.01,0.171999495539192,10,0.3531438471577052
162,2,260,17,0.02,0.86,5.0,0.65,0.66,0.37,0.221826280691406,10,0.3531438471577052
163,2,270,26,0.8,0.45,7.0,0.26,0.54,0.17,0.3436812173577935,10,0.3531438471577052
164,2,280,26,0.98,0.98,7.4,0.32,0.78,0.89,0.1155484709659743,10,0.3531438471577052
165,2,290,27,0.64,0.76,7.0,0.1,0.55,0.52,0.3387028519943163,10,0.3531438471577052
166,2,300,10,0.49,0.99,7.5,0.26,0.18,0.13,0.120585036212939,10,0.3531438471577052
167,2,310,7,0.36,0.33,6.0,0.01,0.99,0.42,0.2478219559773988,10,0.3531438471577052
168,2,320,15,0.9,0.51,5.0,0.65,0.55,0.8,0.3608632033829934,10,0.3608632033829934
169,2,330,14,0.71,0.27,8.4,0.53,0.01,0.43,0.201460575754916,10,0.3608632033829934
170,2,340,9,0.55,0.66,7.4,0.76,0.18,0.84,0.370374498384193,10,0.370374498384193
171,2,350,6,0.68,0.11,5.4,0.65,0.7000000000000001,0.81,0.0864242492127337,10,0.370374498384193
172,2,360,26,0.01,0.8300000000000001,6.8,0.1,0.84,0.41,0.2343254788700478,10,0.370374498384193
173,2,370,5,0.11,0.42,8.1,0.11,0.3,0.19,0.2987940619769966,10,0.370374498384193
174,2,380,9,0.64,0.9,5.8,0.34,0.6,0.89,0.1937730196260776,10,0.370374498384193
175,2,390,8,0.18,0.9,7.2,0.11,0.49,0.99,0.1636483092547215,10,0.370374498384193
176,2,400,20,0.58,0.46,5.4,0.29,0.09,0.73,0.3481883080042893,10,0.370374498384193
177,2,410,9,0.16,0.71,10.0,0.08,0.1,0.01,0.3324927542322233,10,0.370374498384193
178,2,420,30,0.0,0.18,9.7,0.59,0.65,0.6900000000000001,0.1108367768226015,10,0.370374498384193
179,2,430,13,0.44,0.94,9.7,0.14,0.92,0.54,0.1740871886192769,10,0.370374498384193
180,2,440,26,0.67,0.6,6.8,0.86,0.09,0.79,0.3533521090495339,10,0.370374498384193
181,2,450,21,0.35,0.7000000000000001,7.5,0.63,0.04,0.95,0.3758244319387614,10,0.3758244319387614
182,2,460,9,0.98,0.48,8.3,0.4,0.76,0.93,0.3580222353918629,10,0.3758244319387614
183,2,470,24,0.73,0.27,7.2,0.9,0.04,0.68,0.1944490890467576,10,0.3758244319387614
184,2,480,19,0.19,0.4,8.8,0.28,0.5,0.1,0.2705328682325185,10,0.3758244319387614
185,2,490,18,0.01,0.61,5.0,0.56,0.67,0.28,0.3251166279371956,10,0.3758244319387614
186,2,500,22,0.58,0.54,6.4,0.96,0.52,0.59,0.4039177540419725,10,0.4039177540419725
187,2,510,20,0.58,0.17,5.4,0.29,0.53,0.32,0.1112902432270126,10,0.4039177540419725
188,2,520,5,0.35,0.41,9.3,0.19,0.09,0.73,0.3421634453103577,10,0.4039177540419725
189,2,530,26,0.8,0.45,7.0,0.37,0.04,0.97,0.3323065620512738,10,0.4039177540419725
190,2,540,20,0.35,0.7000000000000001,7.5,0.0,0.54,0.17,0.3418060724787983,10,0.4039177540419725
191,2,550,17,0.02,0.86,6.8,0.1,0.84,0.41,0.2231801333287886,10,0.4039177540419725
192,2,560,26,0.01,0.8300000000000001,5.0,0.65,0.66,0.41,0.1988261144550031,10,0.4039177540419725
193,2,570,12,0.32,0.4,9.3,0.19,0.21,0.84,0.2941082380249381,10,0.4039177540419725
194,2,580,9,0.55,0.66,7.4,0.76,0.13,0.32,0.3351338391060722,10,0.4039177540419725
195,2,590,12,0.32,0.41,9.3,0.19,0.53,0.75,0.319748249171,10,0.4039177540419725
196,2,600,27,0.64,0.76,7.0,0.1,0.08,0.32,0.3069996954621528,10,0.4039177540419725
197,2,610,21,0.35,0.38,9.5,0.18,0.37,0.5700000000000001,0.3082180658448587,10,0.4039177540419725
198,2,620,22,0.42,0.6900000000000001,8.0,0.63,0.04,0.95,0.3769005551651697,10,0.4039177540419725
199,2,630,22,0.14,0.14,5.1,0.65,0.66,0.26,0.0954694411893035,10,0.4039177540419725
200,2,640,20,0.02,0.86,7.300000000000001,0.72,0.59,0.97,0.2265584604154824,10,0.4039177540419725
201,2,650,14,0.55,0.93,7.4,0.76,0.29,0.79,0.1838212510430507,10,0.4039177540419725
202,2,660,26,0.01,0.8300000000000001,6.8,0.1,0.84,0.91,0.2414101815423014,10,0.4039177540419725
203,2,670,9,0.98,0.48,8.0,0.63,0.04,0.96,0.3146733961748122,10,0.4039177540419725
204,2,680,21,0.35,0.7000000000000001,8.8,0.23,0.76,0.93,0.3479777819606088,10,0.4039177540419725
205,2,690,12,0.32,0.41,6.4,0.95,0.52,0.59,0.2987731216506265,10,0.4039177540419725
206,2,700,22,0.59,0.54,8.9,0.19,0.1,0.32,0.3490265294176752,10,0.4039177540419725
207,2,710,9,0.55,0.66,7.4,0.76,0.49,0.52,0.3614040769580742,10,0.4039177540419725
208,2,720,19,0.0,0.68,9.3,0.8300000000000001,0.23,0.84,0.3436860127990858,10,0.4039177540419725
209,2,730,27,0.63,0.71,9.3,0.8300000000000001,0.67,0.52,0.3448140883180109,10,0.4039177540419725
210,2,740,19,0.97,0.8300000000000001,7.0,0.1,0.55,0.52,0.2671582166061769,10,0.4039177540419725
211,2,750,18,0.46,0.3,9.6,0.85,0.16,0.99,0.1926351350827123,10,0.4039177540419725
212,2,760,8,0.02,0.84,5.9,0.08,0.46,0.43,0.2502516960774459,10,0.4039177540419725
213,2,770,9,0.98,0.48,8.3,0.4,0.76,0.34,0.3540475408037589,10,0.4039177540419725
214,2,780,12,0.32,0.41,9.3,0.19,0.1,0.95,0.3122217641369383,10,0.4039177540419725
215,2,790,9,0.47,0.72,10.0,0.67,0.13,0.65,0.3508306072259021,10,0.4039177540419725
216,2,800,12,0.98,0.48,8.3,0.4,0.76,0.29,0.3155489720817833,10,0.4039177540419725
217,2,810,9,0.55,0.66,7.4,0.76,0.3,0.26,0.383521348152489,10,0.4039177540419725
218,2,820,29,0.93,0.48,9.2,0.41,0.11,0.8300000000000001,0.3166816147930089,10,0.4039177540419725
219,2,830,22,0.75,0.71,9.3,0.8300000000000001,0.67,0.43,0.3278657991240386,10,0.4039177540419725
220,2,840,19,0.0,0.9,9.1,0.68,0.7000000000000001,0.01,0.1879824545143217,10,0.4039177540419725
221,2,850,30,0.86,0.24,5.8,0.8200000000000001,0.07,0.58,0.1889718327726246,10,0.4039177540419725
222,2,860,16,0.64,0.9,5.8,0.15,0.6,0.89,0.2086824485220392,10,0.4039177540419725
223,2,870,21,0.6,0.7000000000000001,7.5,0.63,0.75,0.95,0.3291422357275603,10,0.4039177540419725
224,2,880,9,0.55,0.66,7.4,0.52,0.18,0.84,0.3311547055457506,10,0.4039177540419725
225,2,890,19,0.2,0.87,8.3,0.28,0.5,0.1,0.2197553820531844,10,0.4039177540419725
226,2,900,9,0.16,0.68,10.0,0.08,0.1,0.01,0.3497253292876021,10,0.4039177540419725
227,2,910,19,0.0,0.71,7.4,0.8300000000000001,0.08,0.55,0.3266492040948245,10,0.4039177540419725
228,2,920,29,0.86,0.5700000000000001,5.8,0.8200000000000001,0.24,0.58,0.3555604961804817,10,0.4039177540419725
229,2,930,27,0.64,0.76,9.3,0.1,0.55,0.52,0.3318952155611843,10,0.4039177540419725
230,2,940,9,0.98,0.48,8.3,0.23,0.76,0.98,0.3543438613228363,10,0.4039177540419725
231,2,950,29,0.0,0.18,9.7,0.59,0.65,0.6900000000000001,0.1183320501483034,10,0.4039177540419725
232,2,960,30,0.0,0.18,9.7,0.37,0.65,0.6900000000000001,0.1226292181365694,10,0.4039177540419725
233,2,970,14,0.71,0.27,9.5,0.53,0.01,0.43,0.2248805572628095,10,0.4039177540419725
234,2,980,13,0.44,0.94,5.0,0.14,0.92,0.54,0.1665239875340451,10,0.4039177540419725
235,2,990,12,0.32,0.4,9.3,0.19,0.53,0.8,0.2898611318725483,10,0.4039177540419725
236,2,1000,14,0.9,0.6,8.0,0.65,0.16,0.8300000000000001,0.3626174143216441,10,0.4039177540419725
237,2,1010,22,0.85,0.6900000000000001,8.0,0.48,0.04,0.75,0.3480860834406048,10,0.4039177540419725
238,2,1020,12,0.32,0.4,9.3,0.19,0.53,0.95,0.3011357038343252,10,0.4039177540419725
239,2,1030,27,0.63,0.66,7.4,0.76,0.26,0.52,0.3184753252548039,10,0.4039177540419725
240,2,1040,9,0.55,0.71,9.3,0.26,0.67,0.52,0.3667352060687555,10,0.4039177540419725
241,2,1050,13,0.9,0.51,5.0,0.94,0.55,0.8,0.38171570411071,10,0.4039177540419725
242,2,1060,18,0.32,0.71,9.3,0.8300000000000001,0.67,0.11,0.3438050355718746,10,0.4039177540419725
243,2,1070,9,0.55,0.49,9.2,0.41,0.67,0.8300000000000001,0.3108193122326391,10,0.4039177540419725
244,2,1080,29,0.93,0.67,8.8,0.76,0.3,0.26,0.3593328610967052,10,0.4039177540419725
245,2,1090,5,0.35,0.41,9.3,0.08,0.84,0.91,0.3127225429969059,10,0.4039177540419725
246,2,1100,26,0.01,0.8300000000000001,6.8,0.18,0.1,0.73,0.2424490446679183,10,0.4039177540419725
247,2,1110,16,0.98,0.48,8.3,0.23,0.76,0.66,0.3450175279188709,10,0.4039177540419725
248,2,1120,12,0.32,0.42,9.9,0.19,0.53,0.22,0.3077588142319347,10,0.4039177540419725
249,2,1130,28,0.86,0.5700000000000001,5.8,0.8200000000000001,0.04,0.97,0.3570163234146441,10,0.4039177540419725
250,2,1140,23,0.8,0.45,7.0,0.34,0.24,0.58,0.3267768897538032,10,0.4039177540419725
251,2,1150,22,0.6,0.7000000000000001,7.5,0.63,0.75,0.95,0.3301569818858098,10,0.4039177540419725
252,2,1160,21,0.59,0.54,8.9,0.19,0.1,0.32,0.3675473092226785,10,0.4039177540419725
253,2,1170,20,0.35,0.7000000000000001,7.4,0.8300000000000001,0.67,0.52,0.3626900163650681,10,0.4039177540419725
254,2,1180,27,0.63,0.7000000000000001,7.5,0.0,0.78,0.16,0.357460075133011,10,0.4039177540419725
