,search-number,evaluation,memory*,nchpercent*,trustindexmean*,initialexperience*,carepatchmean*,carefarmermean*,careothersmean*,fitness,num-replicates,best-fitness-so-far
71,1,720,14,0.0,0.52,7.6,0.47,0.9,0.51,0.3960097806307738,10,0.4518602494692817
72,1,730,27,0.94,0.77,7.4,0.64,0.07,0.9,0.3637794179478832,10,0.4518602494692817
73,1,740,22,0.71,0.74,6.6,0.52,0.3,0.52,0.3630592101127402,10,0.4518602494692817
74,1,750,15,0.49,0.6,7.9,0.94,0.9,0.51,0.4065236573045012,10,0.4518602494692817
75,1,760,22,0.4,0.52,7.6,0.47,0.79,0.26,0.4105085231310312,10,0.4518602494692817
76,1,770,8,0.99,0.65,6.1,0.2,0.07,0.26,0.3939290066847274,10,0.4518602494692817
77,1,780,30,0.37,0.3,7.800000000000001,0.68,0.14,0.94,0.2883508499196289,10,0.4518602494692817
78,1,790,20,0.35,0.49,9.7,0.49,0.65,0.47,0.3563775382901569,10,0.4518602494692817
79,1,800,11,0.65,0.52,9.3,0.84,0.55,0.76,0.3887529569173041,10,0.4518602494692817
80,1,810,18,0.55,0.61,9.8,0.16,0.01,0.09,0.4524712956800097,10,0.4524712956800097
81,1,820,14,0.3,0.87,9.5,0.07,0.65,0.33,0.2516471660445251,10,0.4524712956800097
82,1,830,9,0.14,0.71,8.5,0.3,0.08,0.0,0.4311781354919166,10,0.4524712956800097
83,1,840,18,0.59,0.85,8.9,0.6900000000000001,0.77,0.79,0.2992057237401596,10,0.4524712956800097
84,1,850,9,0.37,0.56,8.5,0.3,0.08,0.26,0.4060215732376682,10,0.4524712956800097
85,1,860,18,0.31,0.95,9.3,0.13,0.26,0.42,0.2049680423819294,10,0.4524712956800097
86,1,870,18,0.59,0.84,8.9,0.6900000000000001,0.8200000000000001,0.05,0.2884530892368739,10,0.4524712956800097
87,1,880,27,0.45,0.77,7.4,0.45,0.04,0.3,0.3770875406994894,10,0.4524712956800097
88,1,890,22,0.71,0.74,6.6,0.52,0.97,0.86,0.3517195845133167,10,0.4524712956800097
89,1,900,14,0.75,0.86,8.9,0.45,0.3,0.8200000000000001,0.2787348802904483,10,0.4524712956800097
90,1,910,27,1.0,0.63,6.8,0.42,0.27,0.61,0.3798366252331779,10,0.4524712956800097
91,1,920,11,0.52,0.76,7.1,0.37,0.75,0.0,0.3454824026958459,10,0.4524712956800097
92,1,930,15,0.43,0.75,8.6,0.67,0.23,0.19,0.3711683309523436,10,0.4524712956800097
93,1,940,15,0.42,0.75,8.4,0.67,0.55,0.19,0.3454731270237471,10,0.4524712956800097
94,1,950,27,0.45,0.77,7.4,0.14,0.79,0.26,0.3488643788864515,10,0.4524712956800097
95,1,960,22,0.4,0.52,7.6,0.32,0.04,0.3,0.4041027097484592,10,0.4524712956800097
96,1,970,27,0.61,0.5700000000000001,8.5,0.8200000000000001,0.08,0.21,0.4654313960955115,10,0.4654313960955115
97,1,980,27,0.29,0.38,8.5,0.49,0.08,0.26,0.3451638411952952,10,0.4654313960955115
98,1,990,13,0.89,0.86,7.4,0.67,0.0,0.21,0.2899132599869771,10,0.4654313960955115
99,1,1000,27,0.61,0.5700000000000001,8.5,0.49,0.08,0.26,0.4305311490902538,10,0.4654313960955115
100,1,1010,22,0.4,0.43,7.6,0.47,0.9,0.51,0.3593682059409818,10,0.4654313960955115
101,1,1020,22,0.71,0.74,8.1,0.52,0.3,0.52,0.353918770873154,10,0.4654313960955115
102,1,1030,9,0.19,0.52,9.3,0.8300000000000001,0.64,0.44,0.3942002590597477,10,0.4654313960955115
103,1,1040,26,0.45,0.74,7.4,0.09,0.07,0.3,0.3794075650973686,10,0.4654313960955115
104,1,1050,11,0.37,0.56,8.5,0.3,0.08,0.26,0.4018633448404336,10,0.4654313960955115
105,1,1060,27,0.94,0.77,7.4,0.64,0.07,0.9,0.3205963896084394,10,0.4654313960955115
106,1,1070,27,0.61,0.5700000000000001,8.4,0.3,0.08,0.37,0.4235223725261169,10,0.4654313960955115
107,1,1080,27,0.14,0.71,8.5,0.3,0.08,0.0,0.3839653238139363,10,0.4654313960955115
108,1,1090,16,0.35,0.49,9.7,0.49,0.54,0.76,0.3862365949375357,10,0.4654313960955115
109,1,1100,27,0.61,0.06,8.5,0.3,0.23,0.79,0.130144094360498,10,0.4654313960955115
110,1,1110,22,0.71,0.74,7.300000000000001,0.52,0.3,0.19,0.3801839985452822,10,0.4654313960955115
111,1,1120,13,0.89,0.73,9.3,0.4,0.9,0.51,0.3829673724084709,10,0.4654313960955115
112,1,1130,27,0.43,0.52,7.6,0.97,0.31,0.1,0.4151370884770172,10,0.4654313960955115
113,1,1140,11,0.49,0.6,7.9,0.01,0.79,0.51,0.4170131702567904,10,0.4654313960955115
114,1,1150,26,0.37,0.66,6.1,0.2,0.65,0.34,0.3881607221163355,10,0.4654313960955115
115,1,1160,18,0.55,0.61,9.8,0.3,0.67,0.0,0.401666923295162,10,0.4654313960955115
116,1,1170,9,0.01,0.71,8.5,0.16,0.01,0.09,0.3868177695559517,10,0.4654313960955115
117,1,1180,27,0.61,0.61,8.2,0.18,0.08,0.26,0.4150890220667209,10,0.4654313960955115
118,1,1190,27,0.61,0.5700000000000001,7.800000000000001,0.6,0.27,0.55,0.4201842928005123,10,0.4654313960955115
119,1,1200,11,0.93,0.76,5.1,0.77,0.22,0.26,0.3371213460467918,10,0.4654313960955115
120,1,1210,9,0.37,0.56,8.5,0.3,0.55,0.75,0.3968680938794358,10,0.4654313960955115
121,1,1220,22,0.37,0.66,6.0,0.2,0.94,0.09,0.3685781928276309,10,0.4654313960955115
122,1,1230,18,0.54,0.61,9.8,0.16,0.65,0.32,0.4061747590382003,10,0.4654313960955115
123,1,1240,14,0.9,0.52,8.5,0.34,0.08,0.26,0.3827702347157791,10,0.4654313960955115
124,1,1250,27,0.61,0.5700000000000001,7.6,0.47,0.9,0.51,0.4188992621614734,10,0.4654313960955115
125,1,1260,13,0.89,0.72,9.3,0.67,0.07,0.21,0.4086868386338885,10,0.4654313960955115
126,1,1270,30,0.58,0.77,6.1,0.19,0.65,0.62,0.3506369014178113,10,0.4654313960955115
127,1,1280,27,0.4,0.66,6.2,0.2,0.24,0.26,0.4109843896320125,10,0.4654313960955115
128,1,1290,21,0.4,0.52,7.6,0.47,0.02,0.51,0.3911904972193515,10,0.4654313960955115
129,1,1300,22,0.4,0.53,7.6,0.47,0.79,0.26,0.3855847769137098,10,0.4654313960955115
130,1,1310,15,0.42,0.71,8.7,0.67,0.08,0.19,0.4273279052123755,10,0.4654313960955115
131,1,1320,20,0.35,0.49,9.7,0.49,0.54,0.67,0.4007118343250775,10,0.4654313960955115
132,1,1330,27,0.4,0.66,6.1,0.27,0.07,0.26,0.427609196931103,10,0.4654313960955115
133,1,1340,15,0.65,0.86,7.4,0.84,0.55,0.76,0.2768825341411366,10,0.4654313960955115
134,1,1350,9,0.34,0.63,8.1,0.6,0.04,0.48,0.4316927503144139,10,0.4654313960955115
135,1,1360,14,0.0,0.52,7.6,0.47,0.79,0.51,0.3709850009742552,10,0.4654313960955115
136,1,1370,15,0.14,0.6,7.9,0.65,0.9,0.51,0.4130913820694226,10,0.4654313960955115
137,1,1380,22,0.4,0.51,5.1,0.77,0.54,0.68,0.4072120117206438,10,0.4654313960955115
138,1,1390,13,0.89,0.73,9.3,0.72,0.0,0.21,0.4070679693730164,10,0.4654313960955115
139,1,1400,9,0.14,0.56,8.5,0.3,0.4,0.0,0.4117618019786523,10,0.4654313960955115
140,2,10,11,0.46,0.97,9.3,0.97,0.38,0.97,0.1966864111596454,10,0.1966864111596454
141,2,20,9,0.78,0.18,8.1,0.26,0.44,0.14,0.1784069143003009,10,0.1966864111596454
142,2,30,5,0.86,0.93,6.2,0.0,0.6,0.14,0.2024963691651519,10,0.2024963691651519
143,2,40,8,1.0,0.3,6.2,0.78,0.41,0.09,0.2808491982643709,10,0.2808491982643709
144,2,50,19,0.0,0.71,9.3,0.8300000000000001,0.67,0.52,0.3925293909265834,10,0.3925293909265834
145,2,60,18,0.5700000000000001,0.0,8.0,0.9,0.58,0.6,0.1139628402105431,10,0.3925293909265834
146,2,70,9,0.61,0.07,5.8,0.95,0.81,0.12,0.1327418566530833,10,0.3925293909265834
147,2,80,27,0.64,0.34,6.3,0.64,0.15,0.54,0.3018881836033139,10,0.3925293909265834
148,2,90,13,0.8200000000000001,0.99,5.9,0.74,0.56,0.66,0.1796094106998727,10,0.3925293909265834
149,2,100,22,0.42,0.38,8.4,0.18,0.37,0.5700000000000001,0.3058643675505968,10,0.3925293909265834
150,2,110,22,0.45,0.14,7.2,0.72,0.59,0.97,0.1513169216418982,10,0.3925293909265834
151,2,120,29,0.86,0.39,5.8,0.8200000000000001,0.07,0.58,0.292093893605492,10,0.3925293909265834
152,2,130,11,0.11,0.88,9.3,0.24,0.9,0.02,0.2352112379619897,10,0.3925293909265834
153,2,140,12,0.32,0.41,9.3,0.19,0.1,0.32,0.3389303597214442,10,0.3925293909265834
154,2,150,18,0.46,0.3,5.9,0.08,0.49,0.43,0.2647515350663448,10,0.3925293909265834
155,2,160,16,0.73,0.22,7.0,0.07,0.06,0.18,0.1955490443061691,10,0.3925293909265834
156,2,170,18,0.39,0.08,6.8,0.71,0.45,0.78,0.1226878266971519,10,0.3925293909265834
157,2,180,29,0.93,0.48,9.2,0.41,0.56,0.26,0.3453267223680317,10,0.3925293909265834
158,2,190,16,0.21,0.23,6.3,0.37,0.42,0.25,0.2323822714887441,10,0.3925293909265834
159,2,200,8,0.02,0.19,9.6,0.85,0.16,0.99,0.198395668748894,10,0.3925293909265834
160,2,210,18,0.11,0.04,7.4,0.84,0.36,0.77,0.1092545596561452,10,0.3925293909265834
161,2,220,28,0.08,0.15,9.7,0.25,0.5700000000000001,0.97,0.1574909530215035,10,0.3925293909265834
162,2,230,19,0.2,0.12,5.8,0.34,0.84,0.8300000000000001,0.1358986724319129,10,0.3925293909265834
163,2,240,13,0.71,0.34,8.3,0.06,0.02,0.7000000000000001,0.3052104911095942,10,0.3925293909265834
164,2,250,22,0.75,0.93,9.1,0.68,0.7000000000000001,0.01,0.2193068845973773,10,0.3925293909265834
165,2,260,17,0.02,0.86,5.0,0.65,0.66,0.37,0.2712267804232809,10,0.3925293909265834
166,2,270,26,0.8,0.45,7.0,0.26,0.54,0.17,0.3860289645387484,10,0.3925293909265834
167,2,280,26,0.98,0.98,7.4,0.32,0.78,0.89,0.159876472276553,10,0.3925293909265834
168,2,290,27,0.64,0.76,7.0,0.1,0.55,0.52,0.3756893339001445,10,0.3925293909265834
169,2,300,10,0.49,0.99,7.5,0.26,0.18,0.13,0.1695569318313992,10,0.3925293909265834
170,2,310,7,0.36,0.33,6.0,0.01,0.99,0.42,0.2881225906952984,10,0.3925293909265834
171,2,320,15,0.9,0.51,5.0,0.65,0.55,0.8,0.3927305529306575,10,0.3927305529306575
